PERMNO,HCOMNAM,HTSYMBOL,HNAICS
87419,SONICWALL INC,SNWL,334210
87424,CARTESIAN INC,CRTN,541618
87426,DREW INDUSTRIES INC,DW,332321
87430,KRATOS DEFENSE & SECUR SOLS INC,KTOS,517210
87432,AGILENT TECHNOLOGIES INC,A,334515
87433,BIOTECH HOLDRS TR,BBH,525990
87437,ENVIROSTAR INC,EVI,335224
87438,ENEL SOCIETA PER AZIONI,EN,221111
87439,INTELLICHECK MOBILISA INC,IDN,511210
87441,PELICAN FINANCIAL INC,PFI,522110
87444,SMITH & NEPHEW P L C,SNN,339113
87445,TELEDYNE TECHNOLOGIES,TDY,541330
87446,TECHNICOLOR,TCH,334310
87447,UNITED PARCEL SERVICE INC,UPS,492210
87448,VASOGEN INC,VSGN,339112
87449,WATER PIK TECHNOLOGIES,PIK,335211
87451,HEALTHTRONICS INC,HTRN,334510
87457,SOMERA COMMUNICATIONS INC,SMRA,423690
87458,I CABLE COMMUNICATIONS LTD,ICAB,515210
87459,MIRAE CORP,MRAE,334413
87462,SEMOTUS SOLUTIONS INC,DLK,517210
87464,HUTTIG BUILDING PRODUCTS INC,HBP,425110
87467,P Y R ENERGY CORP,PYR,211111
87471,TENGASCO INC,TGC,211111
87474,AIRNET COMMUNICATIONS CORP,ANCC,334220
87476,BANK OF MARIN BANCORP,BMRC,522110
87478,CALIPER LIFE SCIENCES INC,CALP,334516
87482,DIGIMARC CORP,DMRC,541512
87484,WORKSTREAM INC,WSTM,519190
87487,B G C PARTNERS INC,BGCP,519190
87488,FAUQUIER BANKSHARES INC,FBSS,522110
87492,CATALYST HEALTH SOLUTIONS INC,CHSI,524210
87494,HARRIS INTERACTIVE INC,HPOL,541910
87496,X O GROUP INC,XOXO,812990
87498,GEEKNET INC,GKNT,511210
87499,MAXYGEN INC,MAXY,541711
87501,MACATAWA BANK CORP,MCBC,522110
87504,METALINK LTD,MTLK,334413
87505,NATIONAL BANKSHARES INC,NKSH,522110
87507,NETRATINGS INC,NTRT,518210
87508,NETSOL TECHNOLOGIES INC,NTWK,511210
87510,PFSWEB INC,PFSW,518210
87514,E D A C TECHNOLOGIES CORP,EDAC,336412
87521,ECOLLEGE COM INC,ECLG,611110
87523,GOREMOTE INTERNET COMM INC,GRIC,517110
87525,MUTUALFIRST FINL INC,MFSF,522110
87529,ATLAS PIPELINE PARTNERS L P,APL,486210
87532,READING INTERNATIONAL INC,RDI,512131
87533,READING INTERNATIONAL INC,RDIB,512131
87538,IPARTY CORP,IPT,453210
87539,NATCO GROUP INC,NTG,332410
87540,PETROBRAS ENERGIA S A,PZE,211111
87541,PACKAGING CORP AMERICA,PKG,322130
87557,ADSTAR INC,ADST,511210
87564,REGENT COMMUNICATIONS INC,RGCI,515111
87568,STATS CHIPPAC LTD,STTS,334413
87569,724 SOLUTIONS INC,SVNX,711410
87571,ASPECT MEDICAL SYSTEMS INC,ASPM,334510
87574,NEOFORMA INC,NEOF,561499
87579,EAGLE BROADBAND INC,EAG,334220
87580,ELITE PHARMACEUTICALS INC,ELI,325412
87581,ENGINEERED SUPPORT SYS INC,EASI,333319
87583,AGENUS INC,AGEN,325412
87584,ANGIOTECH PHARMACEUTICALS INC,ANPI,339112
87585,ALAMOSA HOLDINGS INC,APCS,334220
87587,AQUANTIVE INC,AQNT,541850
87588,AVANEX CORP,AVNX,334413
87589,BEASLEY BROADCAST GROUP INC,BBGI,515111
87592,XCORPOREAL INC,XCR,511210
87595,CENTRA SOFTWARE INC,CTRA,511210
87598,DOBSON COMMUNICATIONS CORP,DCEL,517212
87601,VERENIUM CORP,VRNM,325199
87602,MATTERSIGHT CORP,MATR,541611
87603,EMERGE INTERACTIVE INC,EMRG,519190
87604,INVENTERGY GLOBAL INC,INVT,334210
87606,FARGO ELECTRONICS INC,FRGO,541511
87608,GIGAMEDIA LIMITED,GIGM,511210
87611,INFORTE CORPORATION,INFT,541512
87612,INTERSIL CORP,ISIL,334413
87614,LAKELAND BANCORP INC,LBAI,522110
87618,MEDIACOM COMMUNICATIONS CORP,MCCC,515210
87619,MAGNA ENTERTAINMENT CORP,MECA,711212
87623,NEXTEL PARTNERS INC,NXTP,517212
87625,ACCESS PLANS USA INC,AUSA,541199
87632,SEQUENOM INC,SQNM,541710
87633,SAVVIS INC,SVVS,541990
87634,PROXIM WIRELESS CORP,PRXM,334220
87637,MEDTOX SCIENTIFIC INC,MTOX,621511
87639,THERMA WAVE INC,TWAV,334513
87643,VARSITY GROUP INC,VSTY,454111
87644,WEBMETHODS INC,WEBM,541511
87646,WITNESS SYSTEMS INC,WITS,511210
87647,W Q N INC,WQNI,522320
87648,QUOVADX INC,QVDX,511210
87649,CHORDIANT SOFTWARE INC,CHRD,511210
87652,L N B BANCORP INC,LNBB,522110
87656,ABEONA THERAPEUTICS INC,ABEO,541710
87657,EDWARDS LIFESCIENCES CORP,EW,339113
87658,EMAGIN CORP,EMAN,334413
87659,ENERGIZER HOLDINGS INC,ENR,335999
87660,GRANT PRIDECO INC,GRP,333132
87662,I C I C I BANK LTD,IBN,522110
87664,INFINEON TECHNOLOGIES A G,IFX,334413
87666,SUN LIFE FINANCIAL INC,SLF,524113
87696,EXAR CORP,EXAR,334413
87717,EXPEDITORS INTERNATIONAL WA INC,EXPD,488510
87725,INSTEEL INDUSTRIES INC,IIIN,331222
87750,ALLOS THERAPEUTICS,ALTH,325412
87752,ASIAINFO LINKAGE INC,ASIA,519190
87755,ALVARION LTD,ALVR,334210
87756,S C O GROUP INC,SCOX,511210
87759,IKONICS CORP,IKNX,333316
87762,CRYPTOLOGIC LTD,CRYP,541511
87763,DIGITAS INC,DTAS,561422
87769,FORBES MEDI TECH INC NEW,FMTI,325412
87771,GENTIVA HEALTH SERVICES INC,GTIV,621610
87773,HANAROTELECOM INC,HANA,517110
87777,ARDEA BIOSCIENCES INC,RDEA,325412
87785,INTERMUNE INC,ITMN,325412
87789,LUMINEX CORP,LMNX,541711
87790,LOUDEYE CORP,LOUD,541511
87791,MOLDFLOW CORP,MFLO,511210
87793,MATRIXONE INC,MONE,518111
87797,ONVIA INC,ONVI,541513
87800,PALM INC,PALM,334113
87801,PEOPLES COMMUNITY BANCORP INC,PCBI,522110
87804,P S I TECHNOLOGIES,PSIT,334413
87808,RADVISION LTD,RVSN,511210
87810,SUNDAY COMMUNICATIONS LTD,SDAY,517212
87812,SILICON LABORATORIES INC,SLAB,334413
87814,SELECTICA INC DEL,SLTC,511210
87816,ROCK CREEK PHARMACEUTICALS INC,RCPI,312230
87825,UTSTARCOM HOLDINGS CORP,UTSI,334210
87827,WEBSENSE INC,WBSN,561422
87832,ALPHA PRO TECH LTD,APT,315990
87833,NEW DRAGON ASIA CORP,NWD,311822
87835,BROADBAND HOLDRS TRUST,BDH,525990
87837,LADENBURG THALMANN FIN SVCS INC,LTS,523110
87838,V I A PHARMACEUTICALS INC,VIAP,325414
87841,NORDION INC,NDZ,621512
87842,METLIFE INC,MET,524291
87843,CADENCE FINANCIAL CORP,CADE,551112
87844,PETROCHINA CO LTD,PTR,211111
87845,U S DATAWORKS INC,UDW,511210
87856,GLEACHER & CO INC,GLCH,525990
87952,GLACIER BANCORP INC NEW,GBCI,522110
88007,FIRST MUTUAL BANCSHARES INC,FMSB,522110
88015,FIRST OAK BROOK BANCSHARES INC,FOBB,522110
88031,MONSTER BEVERAGE CORP NEW,MNST,312111
88148,RAPTOR PHARMACEUTICAL CORP,RPTP,325412
88152,CABOT MICROELECTRONICS CORP,CCMP,334413
88153,CORILLIAN CORP,CORI,511210
88157,EMBARCADERO TECHNOLOGIES INC,EMBT,541512
88159,EXELIXIS INC,EXEL,541712
88161,FIBERNET TELECOM GROUP INC,FTGX,517110
88163,VERTRO INC,VTRO,541420
88165,PURPLE COMMUNICATIONS INC,PRPL,517210
88166,GLOBAL SOURCES LTD BERMUDA,GSOL,541910
88167,HEALTHSTREAM INC,HSTM,541511
88172,KRISPY KREME DOUGHNUTS INC,KKD,722515
88173,LEXICON PHARMACEUTICALS INC,LXRX,325412
88174,LIVEPERSON INC,LPSN,541511
88177,APRICUS BIOSCIENCES INC,APRI,325412
88181,NOVA MEASURING INSTRUMENTS LTD,NVMI,333314
88182,ON SEMICONDUCTOR CORP,ON,334413
88183,OLD POINT FINL CORP,OPOF,522110
88190,PRAECIS PHARMACEUTICALS INC,PRCS,325412
88192,ROCKFORD CORPORATION,ROFO,334310
88193,SABA SOFTWARE INC,SABA,511210
88195,SANGAMO BIOSCIENCES INC,SGMO,541711
88196,SINA CORP,SINA,512230
88197,FULTON FINANCIAL CORP PA,FULT,522110
88199,TANOX INC,TNOX,325412
88202,ULTICOM INC,ULCM,511210
88203,VASCO DATA SEC INTL INC,VDSI,541512
88204,VYYO INC,VYYO,515210
88205,WESTAIM CORP,WEDX,332813
88206,NETWOLVES CORP,WOLV,541512
88207,CONVERSANT INC,CNVR,541810
88208,CELSION CORP,CLSN,334517
88211,CORUS ENTERTAINMENT INC,CJR,515120
88213,IMAGEWARE SYSTEMS INC,IW,511210
88214,ISHARES INC,EWY,525990
88215,ISHARES TRUST,IVV,525990
88216,ISHARES TRUST,IVW,525990
88217,ISHARES TRUST,IVE,525990
88218,ISHARES TRUST,IJH,525990
88219,ISHARES TRUST,IWD,525990
88220,ISHARES TRUST,IWF,525990
88221,ISHARES TRUST,IWB,525990
88222,ISHARES TRUST,IWM,525990
88223,ISHARES TRUST,IWV,525990
88224,ISHARES TRUST,IYZ,525990
88225,ISHARES TRUST,IYW,525990
88228,ISHARES TRUST,IYF,525990
88229,ISHARES TRUST,IJR,525990
88231,I A GLOBAL INC,IAO,517210
88233,NOVARTIS A G,NVS,325412
88236,SEMICONDUCTOR HOLDRS TRUST,SMH,525990
88237,UNIVERSAL COMPRESSION HLDGS INC,UCO,532412
88239,U B S AG,OUBS,522110
88240,AETERNA ZENTARIS INC,AEZS,325412
88244,KINGOLD JEWELRY INC,KGJI,511210
88246,CROWN MEDIA HOLDINGS INC,CRWN,517110
88248,CENTILLIUM COMMUNICATIONS INC,CTLM,511210
88249,SCIELE PHARMA INC,SCRX,325412
88250,GENEREX BIOTECHNOLOGY CORP DEL,GNBT,339112
88255,ORCHID CELLMARK INC,ORCH,541380
88257,PEOPLES FINANCIAL CORP MS,PFBX,522110
88258,PHOTOMEDEX INC,PHMD,334510
88260,PIXELWORKS INC,PXLW,334413
88262,SIRENZA MICRODEVICES INC,SMDI,334511
88263,O T I X GLOBAL INC,OTIX,334510
88264,SONUS NETWORKS INC,SONS,541512
88266,SIERRA WIRELESS INC,SWIR,334220
88271,MONOGRAM BIOSCIENCES INC,MGRM,325412
88273,ZAP,ZP,336991
88278,SINOCOKING COAL & COKE CHEM IND,SCOK,212111
88279,B A S F AG,BF,211112
88280,BERKSHIRE HILLS BANCORP INC,BHLB,551112
88281,CHARLES RIVER LABS INTL INC,CRL,541711
88282,CHINA UNICOM HONG KONG LTD,CHU,517210
88283,SPORT SUPPLY GROUP INC DE,RBI,339920
88284,COMMUNITY HEALTH SYS INC NEW,CYH,622110
88285,VIGGLE INC,VGGL,541511
88287,DELTA APPAREL INC,DLA,448190
88290,ISHARES INC,EWT,525990
88291,ISHARES TRUST,IYC,525990
88292,ISHARES TRUST,IDU,525990
88294,ISHARES TRUST,IYR,525990
88295,ISHARES TRUST,IYJ,525990
88296,ISHARES TRUST,IYH,525990
88297,ISHARES TRUST,IYG,525990
88298,ISHARES TRUST,IYE,525990
88299,ISHARES TRUST,IYK,525990
88301,ISHARES TRUST,IYM,525990
88302,ISHARES TRUST,IYY,525990
88307,M V C CAPITAL INC,MVC,525990
88309,MOBILE TELESYSTEMS OJSC,MBT,517210
88310,PRUDENTIAL PLC,PUK,524113
88311,REGIONAL BANK HOLDRS TRUST,RKH,522110
88313,JANUS CAP GROUP INC,JNS,523930
88317,UTILITIES HOLDRS TRUST,UTH,525990
88319,VISTEON CORP,VC,336390
88321,OCCAM NETWORKS INC DEL,OCNW,334210
88324,AUGUST TECHNOLOGY CORP,AUGT,333314
88325,AXCAN PHARMA INC,AXCA,325412
88329,CLICK COMMERCE INC,CKCM,511210
88330,CLICKSOFTWARE TECHNOLOGIES LTD,CKSW,511210
88331,CEPHEID,CPHD,334516
88332,CAPSTONE TURBINE CORP,CPST,333611
88334,DIALOG SEMICONDUCTOR PLC,DLGS,334413
88335,DENDREON CORP,DNDN,325412
88336,MERUS LABS INTERNATIONAL INC,MSLI,453210
88338,EFUNDS CORP,EFD,541990
88340,E X F O INC,EXFO,334515
88341,HAWTHORN BANCSHARES INC,HWBK,522110
88343,PACWEST BANCORP DE,PACW,522110
88351,INSMED INC,INSM,325412
88352,INTUITIVE SURGICAL INC,ISRG,339112
88355,MEDIS TECHNOLOGIES LTD,MDTL,334510
88359,IGO INC,IGOI,335999
88360,MARVELL TECHNOLOGY GROUP LTD,MRVL,334413
88362,NETEASE INC,NTES,519130
88367,PACIFIC CONTINENTAL CORP,PCBK,522110
88368,PACIFIC MERCANTILE BANCORP,PMBC,522110
88370,QUALSTAR CORP,QBAK,334112
88371,REDIFF COM INDIA LTD,REDF,517919
88372,RADIO ONE INC,ROIAK,515111
88373,NATIONAL RETAIL PROPERTIES INC,NNN,531110
88377,STRATOS INTL INC,STLW,334413
88379,NUTRISYSTEM INC,NTRI,454113
88383,UBIQUITEL INC,UPCS,517310
88384,UNITED SECURITY BANCSHARES INC,USBI,522190
88391,CANADIAN NATURAL RESOURCES LTD,CNQ,211111
88392,EMBRAER S A,ERJ,336411
88396,ISHARES INC,EWZ,525990
88397,ISHARES INC,EZU,525990
88398,ISHARES TRUST,IJK,525990
88399,ISHARES TRUST,IWN,525990
88401,ISHARES TRUST,IWO,525990
88402,ISHARES TRUST,IUSV,525990
88403,ISHARES TRUST,IUSG,525990
88404,ISHARES TRUST,IJJ,525990
88405,ISHARES TRUST,IEV,525990
88406,ISHARES TRUST,IJS,525990
88407,ISHARES TRUST,IJT,525990
88409,MERRIMAN HOLDINGS INC,MERR,551112
88410,MERCK SERONO S A,SRA,541710
88411,TURKCELL ILETISIM HIZMETLERI A S,TKC,517110
88416,AMERICAN COMMUNITY BNCSHRS INC,ACBA,551111
88417,AXCELIS TECHNOLOGIES INC,ACLS,334413
88419,AIRSPAN NETWORKS INC,AIRN,334220
88421,ARENA PHARMACEUTICALS INC,ARNA,325412
88422,ASAT HOLDINGS LTD,ASTT,334413
88423,SOAPSTONE NETWORKS INC,SOAP,334613
88424,AVOCENT CORP,AVCT,334119
88427,CAMTEK LTD,CAMT,334515
88430,BROADWING CORP,BWNG,334210
88432,DECODE GENETICS INC,DCGN,325412
88434,INFINITY PHARMACEUTICALS INC,INFI,325412
88436,ENDO INTERNATIONAL PLC,ENDP,325412
88439,ENTEGRIS INC,ENTG,326111
88440,RAINDANCE COMMUNICATIONS INC,RNDC,518111
88442,GRUPO FINANCIERO GALICIA S A,GGAL,522110
88446,ILLUMINA INC,ILMN,334516
88448,I MANY INC,IMNY,511210
88449,ISONICS CORP,ISON,325188
88450,INFOVISTA S A,IVTA,511210
88451,KERYX BIOPHARMACEUTICALS INC,KERX,325412
88457,NETWORK ENGINES INC,NEI,511210
88458,OMNIVISION TECHNOLOGIES INC,OVTI,334413
88459,PACIFICNET INC,PACT,334290
88462,PAIN THERAPEUTICS INC,PTIE,325412
88463,RITA MEDICAL SYSTEMS INC,RITA,334510
88466,S M T C CORP,SMTX,334412
88467,SOHU COM INC,SOHU,454111
88468,SUPPORT COM INC,SPRT,518210
88471,TRANSGENOMIC INC,TBIO,334516
88475,VASCULAR SOLUTIONS INC,VASC,339113
88478,WEBEX COMMUNICATIONS INC,WEBX,518210
88482,MEDIA SCIENCES INTERNATIONAL INC,MSII,334119
88483,CIBA SPECIALTY CHEMICALS HDG INC,CSB,325510
88485,ENTRAVISION COMMUNICATIONS CORP,EVC,515120
88487,KONINKLIJKE PHILIPS N V,PHG,335999
88488,MARKET 2000 HOLDRS TR,MKH,525990
88489,P C C W LTD,PCW,517110
88490,PETROLEO BRASILEIRO SA PETROBRAS,PBR,211111
88493,TUTOGEN MEDICAL INC,TTG,325414
88494,TATA COMMUNICATIONS LTD,TCL,517911
88495,BELMOND LTD,BEL,721110
88497,ACTIVE POWER INC,ACPW,335999
88498,ATHEROGENICS INC,AGIX,325412
88499,AMERICAN MEDICAL SYS HLDGS INC,AMMD,339113
88501,ADVANCED POWER TECHNOLOGY INC,APTI,334413
88503,AVISTAR COMMUNICATIONS CORP,AVSR,334210
88504,BRUKER CORP,BRKR,334516
88507,COMPUGEN LTD,CGEN,325414
88510,CALIFORNIA PIZZA KITCHEN INC,CPKI,722110
88511,CURIS INC,CRIS,325414
88516,DYAX CORP,DYAX,325412
88518,DIGITAL TURBINE INC,APPS,511210
88526,CERAGON NETWORKS LTD,CRNT,334220
88532,INSPIRE PHARMACEUTICALS INC,ISPH,325412
88534,INNOVATIVE SOLUTIONS & SUPRT INC,ISSC,541511
88535,ISTA PHARMACEUTICALS INC,ISTA,325413
88537,IVANHOE ENERGY INC,IVAN,213112
88539,LEXAR MEDIA INC,LEXR,333315
88542,LANTRONIX INC,LTRX,518210
88543,MCDATA CORP,MCDT,334290
88544,MILLENNIUM CELL INC,MCEL,335911
88545,MEDICINES COMPANY,MDCO,325414
88546,MIND C T I LTD,MNDO,541511
88550,OPNET TECHNOLOGIES INC,OPNT,511210
88553,PHARSIGHT CORP,PHST,511210
88554,PECO II INC,PIII,334210
88556,PEMSTAR INC,PMTR,334412
88564,R T I SURGICAL INC,RTIX,334510
88568,SPARTANNASH CO,SPTN,445110
88572,TELIK INC,TELK,325412
88574,TELECOMMUNICATIONS SYSTEMS INC,TSYS,511210
88575,MICROTUNE INC DEL,TUNE,334413
88577,TVIA INC,TVIA,334413
88580,VIRAGE LOGIC CORP,VIRL,334413
88581,ORTHOVITA INC,VITA,339112
88583,WJ COMMUNICATIONS INC,WJCI,334411
88587,AVAYA INC,AV,334210
88590,DUN & BRADSTREET CORP DEL NEW,DNB,561450
88593,GRUPO AEROPORTUARIO DEL SUR S A,ASR,488119
88595,PEARSON PLC,PSO,511130
88596,PINNACLE DATA SYSTEMS INC,PNS,511210
88597,POLYONE CORP,POL,325211
88598,PUBLICIS S A NEW,PUB,541810
88600,SOFTWARE HOLDRS TRUST,SWH,525990
88602,STONEPATH GROUP INC,STG,488510
88603,STORA ENSO CORP,SEO,322121
88604,SPDR SERIES TRUST,SPYG,525990
88606,SPDR SERIES TRUST,SPYV,525990
88607,SPDR SERIES TRUST,SLYG,525990
88608,SPDR SERIES TRUST,SLYV,525990
88609,SPDR SERIES TRUST,DGT,525990
88610,SPDR SERIES TRUST,MTK,525990
88612,UNITED MICROELECTRONICS CORP,UMC,334413
88614,VIVENDI,V,335929
88615,GREATBATCH INC,GB,335911
88616,HEAD N V,HED,339920
88617,ATROAD INC,ARDI,541512
88620,VERMILLION INC,VRML,541711
88623,CURON MEDICAL INC,CURN,334510
88626,DURECT CORP,DRRX,325412
88627,EDEN BIOSCIENCE CORP,EDEN,325320
88629,FIRST FEDERAL BANCSHARES INC DE,FFBI,522120
88633,HAVAS,HAVS,541810
88634,HYDRIL,HYDL,333120
88635,MIDDLEBURG FINANCIAL CORP,MBRG,522110
88642,DISTRIBUTED ENERGY SYSTEMS CORP,DESC,333611
88643,PATHMARK STORES INC,PTMK,445110
88645,SILICONWARE PRECISION INDS CO LT,SPIL,334413
88646,S T E C INC,STEC,334112
88648,TTM TECHNOLOGIES INC,TTMI,334412
88652,VIRYANET LTD,VRYA,511210
88653,VITAL IMAGES INC,VTAL,511210
88658,TELUS CORP,TU,517210
88659,ADVANCED SEMICONDUCTOR ENGR INC,ASX,334413
88660,CHINA PETRO & CHEMICAL CORP,SNP,324110
88661,COACH INC,COH,339910
88664,HENRY JACK & ASSOC INC,JKHY,541512
88668,MONSANTO CO NEW,MON,325320
88669,PETROFUND ENERGY TRUST,PTF,211111
88673,B R F S A,BRFS,311611
88674,ROYAL & SUN ALLIANCE INS GRP PLC,RSA,524113
88675,PHARMANET DEVELOPMENT GROUP INC,PDGI,541710
88676,SCHERING A G,SHR,325411
88678,SPDR SERIES TRUST,THRK,525990
88681,WATSON WYATT WORLDWIDE INC,WW,541612
88683,WIPRO LTD,WIT,541511
88719,AMERICAN RIVER BANKSHARES,AMRB,551111
88725,CRUCELL N V,CRXL,325412
88727,ENDWAVE CORP,ENWV,334220
88729,HYDROGENICS CORP NEW,HYGS,335311
88730,INTROGEN THERAPEUTICS INC,INGN,325412
88733,KOSAN BIOSCIENCES INC,KOSN,541711
88739,OPLINK COMMUNICATIONS INC,OPLK,517919
88740,POZEN INC,POZN,325412
88742,SHENANDOAH TELECOM COMPANY,SHEN,517110
88743,SYNPLICITY INC,SYNP,511210
88746,INNOVARO INC,INV,525990
88748,W H ENERGY SERVICES INC,WHQ,213112
88750,IXIA,XXIA,334413
88779,ICAD INC,ICAD,334510
88784,ADOLOR CORP,ADLR,325412
88786,ALLIANCE FIBER OPTIC PRODS INC,AFOP,334413
88788,IRSA PROPIEDADES COMERCIALES S A,IRCP,711310
88790,ARRAY BIOPHARMA INC,ARRY,621511
88791,BEACON POWER CORP,BCON,221111
88792,BANK MUTUAL CORP NEW,BKMU,522310
88795,HUTCHINSON TECHNOLOGY INC,HTCH,334419
88797,COMMONWEALTH BANKSHARES INC,CWBS,522110
88799,EVERGREEN SOLAR INC,ESLR,334413
88801,GEOPHARMA INC,GORX,311999
88806,UNITEK GLOBAL SERVICES INC,UNTK,517210
88807,NOVATEL WIRELESS INC,MIFI,541511
88809,OPTICAL COMMUNICATION PRODS INC,OCPI,334417
88810,RIGEL PHARMACEUTICALS INC,RIGL,325412
88811,SALIX PHARMACEUTICALS LTD,SLXP,325412
88813,TRANSMETA CORP DEL,TMTA,334413
88814,U T I WORLDWIDE INC,UTIW,488510
88815,ALLIANZ S E,AZ,524210
88817,E P L OIL & GAS INC,EPL,211111
88818,ENERPLUS CORP,ERF,525910
88820,PEAPACK GLADSTONE FINANCIAL CORP,PGC,522110
88821,SYBRON DENTAL SPECIALTIES INC,SYD,339114
88822,SYNGENTA A G,SYT,325311
88825,TELEFONICA MOVILES S A,TEM,517110
88826,TELEKOM AUSTRIA A G,TKA,517110
88827,WIRELESS HOLDERS TRUST,WMH,525990
88828,AMERICAN PHYSICIANS CAPITAL INC,ACAP,524114
88830,RENEGY HOLDINGS INC,RNGY,334512
88831,CATUITY INC,CTTY,541511
88832,IDENTIX INC,IDNX,541512
88835,GEMPLUS INTERNATIONAL,GEMP,334411
88836,GENVEC INC,GNVC,325412
88837,GARMIN LTD,GRMN,334511
88839,HARVARD BIOSCIENCE INC,HBIO,334516
88841,RESOURCES CONNECTION INC,RECN,541611
88842,TELENOR ASA,TELN,517110
88845,AETNA INC NEW,AET,524114
88848,BRUNSWICK BANCORP,BRB,551111
88850,LIME ENERGY CO,LIME,541690
88851,CATHAY MERCHANT GROUP INC,CMQ,331315
88853,FLUOR CORP NEW,FLR,541330
88854,ISHARES TRUST,IOO,525990
88855,SPECIALTY LABORATORIES INC,SP,621512
88856,STEWART W P & CO LTD,WPL,523110
88857,YORK WATER COMPANY,YORW,221310
88860,ALIGN TECHNOLOGY INC,ALGN,339114
88863,EXACT SCIENCES CORP,EXAS,541711
88865,HANMI FINANCIAL CORP,HAFC,522110
88867,IMMUCOR INC,BLUD,325413
88868,PEETS COFFEE AND TEA INC,PEET,311920
88869,EQUAL ENERGY LTD,EQU,523910
88871,CONTANGO OIL AND GAS COMPANY,MCF,211111
88872,EUROPE 2001 HOLDRS TR,EKH,525990
88873,GLOBAL PAYMENTS INC,GPN,713990
88876,NUVEEN ARIZONA DIV ADV MUNI FD,NFZ,525990
88877,NUVEEN VIRGINIA DIV ADV MUN FD,NGB,525990
88878,NUVEEN NC DIV ADV MUN FD,NRB,525990
88879,NUVEEN MASS DIV ADV MUNI FD,NMB,525990
88880,NUVEEN MARYLAND DIV ADV MUN FD,NFM,525990
88881,NUVEEEN CONN DIV ADV MUN FD,NFC,525990
88882,ULTRA PETROLEUM CORP,UPL,211111
88885,AMERICA MOVIL S A B DE C V,AMX,517911
88888,C N O O C LTD,CEO,211111
88891,INDEPENDENCE FEDERAL SAVINGS BK,IFSB,522120
88892,INVESTORS CAPITAL HOLDINGS LTD,ICH,551112
88893,ISHARES TRUST,IBB,525990
88894,ISHARES TRUST,ICF,525990
88895,MARINE PRODUCTS CORP,MPX,336612
88896,OIL SERVICE HOLDRS TRUST,OIH,211100
88897,OIL STATES INTERNATIONAL INC,OIS,333132
88901,MAGELLAN MIDSTREAM PTNRS L P,MMP,486110
88902,ACAMBIS PLC,ACAM,325412
88903,AMERICA MOVIL S A B DE C V,AMOV,517911
88905,ANTARES PHARMA INC,ATRS,325412
88906,A T P OIL & GAS CORP,ATPG,211111
88908,CENTERSTATE BANKS INC,CSFL,522110
88909,EAST PENN FINANCIAL CORP,EPEN,522110
88910,BEARINGPOINT INC,BE,541990
88911,MCDATA CORP,MCDTA,334290
88912,INDEPENDENT BANK CORP MICH,IBCP,522110
88915,THIRD WAVE TECHNOLOGIES INC,TWTI,325413
88916,B 2 B INTERNET HOLDRS TRUST,BHH,525990
88917,AGERE SYSTEMS INC,AGR,541511
88922,ENCORE ACQUISTION CO,EAC,211111
88924,FLOWERS FOODS INC,FLO,311812
88926,ERBA DIAGNOSTICS INC,ERB,425110
88927,ISHARES TRUST,IGM,525990
88929,NUVEEN CA DIVIDEND ADV MUNI FD 2,NVX,525990
88930,NUVEEN NJ DIVIDEND ADV MUNI FD,NXJ,525990
88931,NUVEEN N Y DIVIDEND ADV MUN FD 2,NXK,525990
88932,NUVEEN OHIO DIVIDEND ADV MUNI FD,NXI,525990
88933,NUVEEN PA DIVIDEND ADV MUN FD,NXM,525990
88934,NUVEEN DIVIDEND ADV MUNI FUND 2,NXZ,525990
88935,SIEMENS A G,SI,221118
88937,SINGING MACHINE CO INC,SMD,334612
88940,POPEYES LOUISIANA KITCHEN INC,PLKI,722110
88941,COMMUNITY CAPITAL BANCSHARES INC,ALBY,522110
88943,CITIZENS FIRST BANCORP INC,CTZN,522120
88944,FIRST COMMUNITY BANCSHARES INC,FCBC,522110
88945,G M X RESOURCES INC,GMXR,211111
88948,OPSWARE INC,OPSW,511210
88949,SEATTLE GENETICS INC,SGEN,325414
88951,UNITED BANCSHARES INC,UBOH,522110
88953,A B B LTD,ABB,335311
88957,DR REDDYS LABORATORIES LTD,RDY,325412
88958,ETABLISSEMENTS DELHAIZE FRER S A,DEG,445110
88960,NUSTAR ENERGY L P,NS,486110
88961,SPDR SERIES TRUST,RWR,525990
88963,DONEGAL GROUP INC,DGICA,524126
88964,FIRST BANCTRUST,FBTC,522120
88965,CIVISTA BANCSHARES INC,CIVB,522110
88967,GENESYS S A,GNSY,517212
88970,SHORE BANCSHARES INC,SHBI,522110
88976,FISHER COMMUNICATIONS INC,FSCI,515120
88978,EXCELLIGENCE LEARNING CORP,LRNSE,454110
88979,MONROE BANCORP,MROE,522110
88980,NAPSTER INC,NAPS,541511
88982,SMITH & WOLLENSKY REST GP INC,SWRG,722110
88984,UNITED SECURITY BANKSHARES,UBFO,522110
88986,COHEN & STEERS ADV IN RTY FD INC,RLF,523920
88987,GLOBAL POWER EQUIPMENT GROUP INC,GLPW,333415
88988,I D T CORP,IDT,517110
88989,KINDER MORGAN MANAGEMENT LLC,KMR,486110
88990,INNOVEX INC,INVX,334418
88991,PEABODY ENERGY CORP,BTU,212111
88992,GENON ENERGY INC,GEN,221122
88993,RETAIL HOLDRS TRUST,RTH,525990
88994,RETRACTABLE TECHNOLOGIES INC,RVP,339112
88995,SATYAM COMPUTER SERVICES LTD,SAY,541511
89000,WOLSELEY PLC,WOS,423720
