PERMNO,HCOMNAM,HTSYMBOL,HNAICS
85917,BLACKROCK MUNIHOLDINGS FUND II,MUH,525990
85918,BLACKROCK MUNIHLDGS NJ QLTY FD,MUJ,525990
85923,ILINC COMMUNICATIONS INC,ILC,541511
85925,RITCHIE BROS AUCTIONEERS INC,RBA,541990
85926,SEALED AIR CORP NEW,SEE,322299
85931,WADDELL & REED FINANCIAL INC,WDR,523110
85932,YANZHOU COAL MINING CO LTD,YZC,212111
85935,M F A FINANCIAL INC,MFA,522310
85939,RED LION HOTELS CORP,RLH,721110
85941,CENTRACORE PROPERTIES TRUST,CPV,525930
85942,DREYFUS HIGH YIELD STRATEGIES FD,DHF,525990
85943,E F C BANCORP INC,EFC,522120
85945,HEICO CORP NEW,HEIA,336412
85946,IOMED INC,IOX,325412
85947,LASALLE HOTEL PROPERTIES,LHO,531120
85951,OMEGA PROTEIN CORP,OME,311710
85953,SONIC FOUNDRY INC,SOFO,511210
85958,GLOBAL TECH ADVANCED INNOV INC,GAI,335210
85959,AMERICAN DENTAL PARTNERS INC,ADPI,621492
85961,A R M HOLDINGS PLC,ARMH,334413
85963,BROADCOM CORP,BRCM,334413
85966,COLONY BANKCORP INC,CBAN,522310
85971,PAETEC HOLDING CORP,PAET,517110
85972,C R A INTERNATIONAL INC,CRAI,541110
85976,DEARBORN BANCORP INC,DEAR,551111
85978,FRONTIER FINANCIAL CORP WA,FTBK,522110
85980,CITIZENS SOUTH BANKING CORP DEL,CSBC,551111
85982,GRIFFIN INDUSTRIAL REALTY INC,GRIF,531120
85986,HORIZON OFFSHORE INC,HOFF,213112
85987,HARVEY ELECTRONICS INC,HRVE,451220
85990,L J INTERNATIONAL INC,JADE,339910
85991,LEVEL 3 COMMUNICATIONS INC,LVLT,517911
85992,MANHATTAN ASSOCIATES INC,MANH,511210
85993,MOBIUS MANAGEMENT SYSTEMS INC,MOBI,511210
85994,FIRST NIAGARA FINL GROUP INC NEW,FNFG,522120
85995,NANOGEN INC,NGEN,334516
85996,NORTH VALLEY BANCORP,NOVB,522110
86003,SONOSITE INC,SONO,339112
86004,UMPQUA HOLDINGS CORP,UMPQ,522110
86006,UNITED PANAM FINANCIAL CORP,UPFC,522292
86008,ALTEVA,ALTV,517110
86013,EQUITY ONE INC,EQY,531120
86017,HAWK CORP,HWK,332999
86021,L 3 COMMUNICATIONS HLDGS INC,LLL,334290
86023,BLACKROCK MUNIHLDGS QLTY FD INC,MUS,525990
86026,INNOSPEC INC,IOSP,325998
86033,WESTERN ASSET HIGH INC FD II INC,HIX,525990
86034,SAUER DANFOSS INC,SHS,333318
86042,HEADWATERS INC,HW,327390
86047,AMKOR TECHNOLOGY INC,AMKR,334413
86048,HACKETT GROUP INC,HCKT,541611
86051,A X T INC,AXTI,334413
86055,CARREKER CORP,CANI,518210
86056,CENTRAL COAST BANCORP,CCBN,522110
86061,DOREL INDUSTRIES INC,DIIB,337122
86062,EVOLVING SYSTEMS INC,EVOL,541511
86072,ICON PLC NEW,ICLR,541711
86073,INNOTRAC CORP,INOC,518210
86075,JEFFERSONVILLE BANCORP,JFBC,522110
86079,M S G I SECURITY SOLUTIONS INC,MSGI,561621
86080,PROTALIX BIOTHERAPEUTICS INC,PLX,325414
86083,P D I INC,PDII,541613
86090,GLYCOGENESYS INC,GLGS,325414
86091,SOUTHSIDE BANCSHARES INC,SBSI,522110
86092,BLACK DIAMOND INC,BDE,541511
86097,WASTE CONNECTIONS INC,WCN,562920
86098,WIDEPOINT CORP,WYY,541512
86102,FEDERATED INVESTORS INC PA,FII,523920
86106,ENBRIDGE ENERGY PARTNERS LP,EEP,486990
86109,R H DONNELLEY CORP,RHD,541870
86111,AMERICAN TOWER CORP NEW,AMT,531110
86113,AVALON HOLDINGS CORP,AWX,562211
86115,CELESTICA INC,CLS,334412
86117,DIVIDEND & INCOME FUND,DNI,525990
86121,GILDAN ACTIVEWEAR INC,GIL,315110
86122,ENGLOBAL CORP,ENG,541330
86124,BRYN MAWR BANK CORP,BMTC,551111
86127,MANAGED HIGH YIELD PLUS FUND INC,HYF,525990
86128,MARINEMAX INC,HZO,441222
86135,RHODIA,RHA,325412
86136,SEMPRA ENERGY,SRE,221210
86138,T N T N V,TNT,492110
86139,TRANSNATIONAL FINANCIAL NETW INC,TFN,522310
86143,INVESCO SENIOR INCOME TRUST,VVR,525990
86144,AMDOCS LTD,DOX,541511
86145,O M I CORP NEW,OMM,483111
86150,BEBE STORES INC,BEBE,315240
86151,BLUE RIVER BANCSHARES INC,BRBI,522110
86155,CUMULUS MEDIA INC,CMLS,515112
86157,COBIZ FINANCIAL INC,COBZ,551111
86158,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,541511
86161,AMERITRANS CAPITAL CORP,AMTC,523999
86162,FEDERAL TRUST CORP,FDT,551111
86164,NAVIGANT INTERNATIONAL INC,FLYR,488999
86165,PACIFIC ETHANOL INC,PEIX,325199
86166,GLOBAL IMAGING SYSTEMS INC,GISX,453210
86168,G S I COMMERCE INC,GSIC,511210
86171,HINES HORTICULTURE INC,HORT,111422
86176,KING PHARMACEUTICALS INC,KG,325412
86178,L M I AEROSPACE INC,LMIA,336413
86180,M I P S TECHNOLOGIES INC,MIPS,334413
86187,RESTORATION HARDWARE INC,RSTO,444130
86188,INTRADO INC,TRDO,518210
86189,SCHOOL SPECIALTY INC,SCHS,452110
86190,SUBSEA 7 S A,SUBC,213112
86191,C A S MEDICAL SYSTEMS INC,CASM,339112
86196,ULTIMATE SOFTWARE GROUP,ULTI,511210
86198,PANACOS PHARMACEUTICALS INC,PANC,325414
86199,WASHINGTON BANKING COMPANY,WBCO,522292
86209,HASTINGS ENTERTAINMENT INC,HAST,443142
86211,MICROSTRATEGY INC,MSTR,511210
86218,SHAW COMMUNICATIONS INC,SJR,515210
86221,BROOKFIELD HIGH INCOME FUND INC,HHY,525990
86222,CREDIT SUISSE HIGH YIELD BOND FD,DHY,525990
86223,ENTERPRISE PRODUCTS PARTNERS LP,EPD,211111
86226,INTERSTATE HOTELS & RESORTS INC,IHR,721110
86228,REPUBLIC SERVICES INC,RSG,562219
86233,CENTRUS ENERGY CORP,LEU,212291
86235,ABGENIX INC,ABGX,325414
86236,ACTUATE CORP,BIRT,511210
86237,ADAMS GOLF INC,ADGF,339920
86240,B C S B BANCORP INC,BCSB,522120
86242,BEL FUSE INC,BELFB,334418
86244,BINDVIEW DEVELOPMENT CORP,BVEW,511210
86245,B W C FINANCIAL CORP,BWCF,551111
86246,CARRIER ACCESS CORP,CACS,334220
86249,CENTRAL EUROPEAN DISTRIBUTN CORP,CEDC,312140
86250,CARDINAL FINANCIAL CORP,CFNL,551111
86251,CASH TECHNOLOGIES INC,TQ,312229
86253,C F S BANCORP INC,CITZ,551111
86258,COST U LESS INC,CULS,452990
86260,ECHELON CORP,ELON,334111
86264,F N B CORP VA,FNBP,522110
86270,PENDRELL CORP,PCO,517210
86279,MID STATE BANCSHARES,MDST,522110
86281,MAXTOR CORP,MXO,334112
86284,NATROL INC,NTOL,325411
86285,RETALIX LTD,RTLX,511210
86286,P S B BANCORP INC,PSBI,522120
86287,REPUBLIC BANCORP INC KY,RBCAA,522110
86288,COSTAR GROUP INC,CSGP,518210
86290,C V D EQUIPMENT CORP,CVV,333242
86291,SKYEPHARMA PLC,SKYE,325412
86298,TWEETER HOME ENTRTNMNT GROUP INC,TWTR,451220
86299,UNITED COMMUNITY FINL CORP OHIO,UCFC,522120
86300,PROVIDENT COMMUNITY BANCSHRS INC,PCBS,522120
86302,HERITAGE COMMERCE CORP,HTBK,522110
86303,NOVA CHEMICALS CORP,NCX,325110
86305,CONVERGYS CORP,CVG,541512
86312,SALISBURY BANCORP INC,SAL,551111
86313,URSTADT BIDDLE PROPERTIES INC,UBA,531120
86314,X L GROUP PLC,XL,524130
86316,CLARK INC,CLK,524210
86319,EMRISE CORP,ERI,334413
86322,DIGITAL RIVER INC,DRIV,454111
86323,ECLIPSYS CORP,ECLP,541512
86324,ENTRUST INC,ENTU,541511
86332,MERRILL MERCHANTS BANCSHARES INC,MERB,522320
86333,PENWEST PHARMACEUTICALS CO,PPCO,325412
86337,TERAYON COMMUNICATION SYSTEMS,TERNE,334210
86338,24 7 REAL MEDIA INC,TFSM,541810
86339,CROWN CASTLE INTL CORP NEW,CCI,517919
86341,ANGLOGOLD ASHANTI LTD,AU,212221
86349,O R I X CORP,IX,523999
86354,CAPITAL TITLE GROUP INC,CTGI,524127
86355,D H B INDUSTRIES INC,DHB,332992
86356,EBAY INC,EBAY,454113
86362,I X Y S CORP DEL,IXYS,334413
86365,AMERICAN COMMUNITY PPTYS TR,APO,525990
86366,BUNZL PLC,BNL,551112
86367,EASTERN LIGHT CAPITAL INC,ELC,523910
86369,EATON VANCE SENIOR INCOME TR,EVF,525990
86372,GROUPE C G I INC,GIB,541511
86376,SWISSCOM,SCM,517110
86381,DAIMLER A G,DAI,336992
86382,FIRST BUSEY CORP,BUSE,551111
86384,C N B FINANCIAL CORP PA,CCNE,522110
86387,DECTRON INTERNATIONALE INC,DECT,333411
86397,FIRST NILES FINANCIAL INC,FNFI,522120
86398,SANTANDER BANCORP,SBP,522110
86402,GRUMA S A B DE C V,GMK,311211
86403,HELLENIC TELECOMMUNICATIONS ORG,OTE,517110
86404,IMPERIAL TOBACCO GROUP PLC,ITY,312221
86405,SANPAOLO IMI SPA,IMI,522110
86408,LIONS GATE ENTERTAINMENT CORP,LGF,512110
86413,SAPPI LTD,SPP,322220
86416,L M P CORPORATE LOAN FUND INC,TLI,525990
86418,A T I TECHNOLOGIES INC,ATYT,334113
86419,COLUMBIA BANCORP ORE,CBBO,551111
86432,PROSPERITY BANCSHARES INC,PB,522110
86434,SCOTTISH RE GROUP LTD,SCT,524130
86435,FEDERATED NATIONAL HOLDING CO,FNHC,524126
86437,U C B H HOLDINGS INC,UCBH,522110
86440,WILSHIRE BANCORP INC,WIBC,522110
86442,BLACKROCK HIGH YIELD TRUST,BHY,525990
86444,INOVIO PHARMACEUTICALS INC,INO,325411
86449,SECTOR SPDR TRUST,XLB,525990
86451,SECTOR SPDR TRUST,XLV,525990
86452,SECTOR SPDR TRUST,XLP,525990
86453,SECTOR SPDR TRUST,XLY,525990
86454,SECTOR SPDR TRUST,XLE,525990
86455,SECTOR SPDR TRUST,XLF,525990
86456,SECTOR SPDR TRUST,XLI,525990
86457,SECTOR SPDR TRUST,XLK,525990
86458,SECTOR SPDR TRUST,XLU,525990
86461,MORGAN STANLEY D W GOVT INC TR,GVT,525990
86465,INVESCO MUNI PREMIUM INCOME TR,PIA,525990
86467,INVESCO MUNICIPAL INC OPP TR III,OIC,525990
86468,INVESCO MUNI INCOME OPP TRUST II,OIB,525990
86469,INVESCO MUNICIPAL INCOME OPP TR,OIA,525990
86473,INVESCO CALIF MUNI INCOME TRUST,IIC,525990
86474,R F INDUSTRIES LTD,RFIL,334417
86475,INVESCO NY QUALITY MUNI SECS,IQN,525990
86476,INVESCO QUALITY MUNICIPAL SECS,IQM,525990
86477,INVESCO CALIF QUALITY MUNI SECS,IQC,525990
86478,INVESCO QUALITY MUNI INVT TR,IQT,525990
86479,INVESCO QUALITY MUNI INCOME TR,IQI,525990
86480,INVESCO VALUE MUNI INCOME TR,IIM,525990
86481,INVESCO VALUE MUNI BOND TRUST,IMC,525990
86483,INVESCO CALIF MUNICIPAL SECS,ICS,525990
86484,INVESCO VALUE MUNI SECURITIES,IMS,525990
86485,INVESCO VALUE MUNICIPAL TRUST,IMT,525990
86486,MORGAN STANLEY D W INC SECS INC,ICB,525990
86489,SELECT COMFORT CORP,SCSS,337910
86496,CONEXANT SYSTEMS INC,CNXT,334413
86497,E C B BANCORP INC,ECBE,522110
86512,SUPERIOR BANCORP,SUPR,522110
86516,VAIL BANKS INC,VAIL,522291
86525,CONCUR TECHNOLOGIES INC,CNQR,511210
86526,CENTRAL FEDERAL CORP,CFBK,522120
86527,HI FN INC,HIFN,334413
86529,LINCOLN BANCORP IND,LNCB,522120
86531,METROCORP BANCSHARES INC,MCBI,522110
86533,ONEIDA FINANCIAL CORP MD,ONFC,522120
86534,P F CHANGS CHINA BISTRO INC,PFCB,722511
86543,WILLOW FINANCIAL BANCORP INC,WFBC,551111
86544,BLUCORA INC,BCOR,517919
86547,AMERICAN AXLE & MFG HLGDS INC,AXL,423120
86548,ARCH CHEMICALS INC,ARJ,325611
86549,EATON VANCE NATIONAL MUNI INC TR,FEV,525990
86550,EATON VANCE MICHIGAN MUN INC TR,EMI,525990
86551,EATON VANCE MASS MUN INC TR,MMV,525990
86552,EATON VANCE CALIF MUN INC TR,CEV,525990
86553,EATON VANCE OHIO MUN INC TR,EVO,525990
86555,EATON VANCE PENN MUN INC TR,EVP,525990
86556,EATON VANCE MUNICIPAL INCOME TR,EVN,525990
86557,EATON VANCE NEW JERSEY MUN INC T,EVJ,525990
86558,EATON VANCE NEW YORK MUN INC TR,EVY,525990
86560,ENTERCOM COMMUNICATIONS CORP,ETM,515112
86563,HERSHA HOSPITALITY TRUST,HT,531120
86566,ALLIANCE FINANCIAL CORP NY,ALNC,522110
86569,COVAD COMMUNICATIONS GROUP INC,DVW,517410
86570,CRESCENT BANKING CO,CSNT,522110
86572,DESCARTES SYSTEMS GROUP INC,DSGX,511210
86573,FIRST CAPITAL INC,FCAP,522120
86574,FIRST PLACE FINANCIAL CORP NM,FPFC,522120
86576,G B & T BANCSHARES INC,GBTB,522110
86578,LAKES ENTERTAINMENT INC,LACO,713210
86580,NVIDIA CORP,NVDA,334413
86581,NOVOGEN LTD,NVGN,325412
86582,STERLING BANCORP DEL,STL,522120
86583,EDELMAN FINANCIAL GROUP INC,EF,523120
86586,TUT SYSTEMS INC,TUTS,334210
86590,DEL MONTE FOODS CO,DLM,311421
86593,GAMCO INVESTORS INC,GBL,523110
86594,KORN FERRY INTERNATIONAL,KFY,541612
86595,MICROFINANCIAL INC,MFI,551112
86602,PEROT SYSTEMS CORP,PER,541512
86685,CITIZENS REPUBLIC BANCORP INC,CRBC,551111
86709,ALBANY MOLECULAR RESEARCH INC,AMRI,541712
86713,CATAPULT COMMUNICATIONS CORP,CATT,511210
86715,CORINTHIAN COLLEGES INC,COCO,611110
86717,BOTTOMLINE TECHNOLOGIES DEL INC,EPAY,511210
86718,E V C I CAREER COLLEGES HLDG COR,EVCI,611210
86719,EAST WEST BANCORP INC,EWBC,522110
86720,C E B INC,CEB,541611
86721,H L T H CORP,HLTH,518210
86724,INTRAWARE INC,ITRA,518111
86725,LIFE TECHNOLOGIES CORP,LIFE,325414
86728,MANNATECH INC,MTEX,325411
86729,ONYX SOFTWARE CORP,ONXS,511210
86731,PACIFIC INTERNET LTD,PCNTF,517110
86735,SERENA SOFTWARE INC,SRNA,511210
86738,VERTICALNET INC,VERT,511210
86739,VIGNETTE CORP,VIGN,511210
86742,QIAO XING UNIVERSAL RESOURCES IN,XING,334210
86743,C T COMMUNICATIONS INC,CTCI,517110
86744,PRIVATE MEDIA GROUP INC,PRVT,323115
86745,BLACKBERRY LTD,BBRY,334210
86750,DUCATI MOTOR HOLDING S P A,DMH,336991
86751,GOUVERNEUR BANCORP INC,GOV,522110
86754,BLACKROCK MUNIHLDGS QLTY FD II,MUE,525990
86755,NASDAQ 100 TRUST SERIES I,QQQQ,525990
86756,PEPSI BOTTLING GROUP INC,PBG,312111
86759,QUICKSILVER RESOURCES INC,KWK,211111
86760,STAR GAS PARTNERS LP,SGH,454312
86763,AUTOBYTEL INC,ABTL,541613
86771,DELTA GALIL INDUSTRIES INC,DELT,315192
86776,INFOSYS LTD,INFY,541511
86777,IVILLAGE INC,IVIL,541512
86778,M K S INSTRUMENTS INC,MKSI,334419
86780,N E O N SYSTEMS INC,NEON,511210
86783,PRICELINE GROUP INC,PCLN,561510
86786,ARGON ST INC,STST,334519
86789,VARIAN INC,VARI,334516
86791,VARIAN SEMICONDUCTOR EQP ASSC IN,VSEA,333295
86793,YADKIN FINANCIAL CORP,YDKN,522110
86799,CONSOL ENERGY INC,CNX,212111
86802,HUGOTON ROYALTY TRUST,HGT,211111
86804,JEFFERIES GROUP INC NEW,JEF,523120
86806,APPLERA CORP,CRA,334516
86808,SOCIEDAD QUIMICA Y MINERA DE CHL,SQMA,325188
86809,STANCORP FINANCIAL GROUP INC,SFG,524114
86810,TREX COMPANY INC,TREX,325194
86812,AMERICAN ELECTRIC TECHNOLS INC,AETI,517210
86814,AMERICAN NATIONAL BANKSHARES INC,AMNB,523999
86818,DIAMOND HILL INVESTMENT GRP INC,DHIL,523930
86819,ATLANTICUS HOLDINGS CORP,ATLC,522220
86820,CAPITOL FEDERAL FINANCIAL INC,CFFN,522120
86822,EXTREME NETWORKS INC,EXTR,334118
86823,FIRST BANCORP OF INDIANA INC,FBEI,522120
86826,1ST STATE BANCORP INC,FSBC,522110
86827,HEIDRICK & STRUGGLES INTL INC,HSII,541612
86829,IMMTECH PHARMACEUTICALS INC,IMM,325412
86830,INFORMATICA CORP,INFA,511210
86839,OPTIBASE LTD,OBAS,541512
86840,P L X TECHNOLOGY INC,PLXT,334413
86845,COMMERCE BANCORP INC NJ,CBH,522110
86850,WORLDGATE COMMUNICATIONS INC,WGAT,334310
86858,BUCA INC,BUCA,722110
86865,SECURITY CAPITAL CORP DEL,SCC,551114
86866,TUESDAY MORNING CORP,TUES,452990
86868,GOLDMAN SACHS GROUP INC,GS,523120
86869,K T CORP,KT,517911
86870,NUVEEN DIVIDEND ADV MUN FUND,NAD,525990
86871,NUVEEN NY DIVIDEND ADV MUNI FD,NAN,525990
86872,NUVEEN CALIFORNIA DIV ADV MUN FU,NAC,525990
86876,WESCO INTERNATIONAL INC,WCC,423610
86878,ALLOY INC,ALOY,541910
86881,BROCADE COMMUNICATIONS SYS INC,BRCD,334118
86887,MANHATTAN BRIDGE CAPITAL INC,LOAN,323111
86889,NAUTILUS INC,NLS,339920
86890,EDGAR ONLINE INC,EDGR,519190
86895,BANKRATE INC,RATE,519130
86896,COMMUNITY BANK SYSTEM INC,CBU,522210
86899,LIFEPOINT HEALTH INC,LPNT,622110
86910,GOLDLEAF FINANCIAL SOLUTIONS INC,GFSI,511210
86915,U S CONCRETE INC,RMIX,327999
86916,RADIO ONE INC,ROIA,515111
86921,T C PIPELINES L P,TCP,486210
86923,TRIAD HOSPITALS INC,TRI,621498
86924,THESTREET INC,TST,511110
86926,T W TELECOM INC,TWTC,517911
86929,AUDIOCODES LTD,AUDC,334210
86935,RUBIOS RESTAURANTS INC,RUBO,722110
86938,BROOKFIELD OFFICE PROPERTIES INC,BPO,531120
86942,GABELLI UTILITY TRUST,GUT,525990
86945,ON2 TECHNOLOGIES INC,ONT,511210
86946,REYNOLDS AMERICAN INC,RAI,312230
86949,SKECHERS U S A INC,SKX,316210
86952,ABLE ENERGY INC,ABLE,454311
86954,BACKWEB TECHNOLOGIES LTD,BWEB,511210
86956,WASTE SERVICES INC,WSII,562211
86958,CYBERSOURCE CORP,CYBS,518210
86959,DITECH NETWORKS INC,DITC,334210
86964,F 5 NETWORKS INC,FFIV,541511
86965,FINANCIAL INSTITUTIONS INC,FISI,522110
86966,GREATER ATLANTIC FINANCIAL CORP,GAFC,522120
86975,IMPLANT SCIENCES CORP,IMX,339112
86977,MEDIABISTRO INC,MBIS,518210
86979,JUNIPER NETWORKS INC,JNPR,334118
86983,EASYLINK SERVICES CORP,EASY,561422
86988,ONLINE RESOURCES CORP,ORCC,518210
86989,MEETME INC,MEET,541511
86990,UNWIRED PLANET INC,UPIP,511210
86993,PANTRY INC,PTRY,447190
86996,S B A COMMUNICAITONS CORP,SBAC,517919
87000,STAMPS COM INC,STMP,453998
87002,TEAM FINANCIAL INC,TFIN,522110
87005,YOUBET COM,UBET,511210
87006,UNITED THERAPEUTICS CORP,UTHR,325412
87010,WAVECOM SA,WVCM,334220
87013,ARIBA INC,ARBA,511210
87014,SIERRA BANCORP,BSRR,522110
87016,I D SYSTEMS INC,IDSY,333924
87020,PRIVATEBANCORP INC,PVTB,522110
87024,CITY BANK LYNNWOOD WASHINGTON,CTBK,522110
87026,AMERICAN MORTGAGE ACCEPTANCE CO,AMC,525990
87031,GENENTECH INC,DNA,325412
87033,H S B C HOLDINGS PLC,HSBC,522110
87034,LENNOX INTERNATIONAL INC,LII,336390
87035,DIGITAL ANGEL CORP,DOC,334516
87038,PEACE ARCH ENTERTAINMENT GP INC,PAE,512110
87039,BERKSHIRE BANCORP INC DEL,BERK,522110
87043,QUANTUM CORP,QTM,334112
87049,YANKEE CANDLE INC,YCC,339999
87051,AUDIBLE INC,ADBL,512290
87053,L R A D CORP,LRAD,334310
87054,PETROHAWK ENERGY CORP,HK,211111
87055,COSTCO WHOLESALE CORP NEW,COST,452990
87056,BIOMARIN PHARMACEUTICAL INC,BMRN,325412
87057,BIOPURE CORP,BPUR,325412
87061,CYREN LTD,CYRN,561422
87066,N I C INC,EGOV,519130
87067,FIRST BANCORP INC ME,FNLC,522110
87069,GREENE COUNTY BANCORP INC,GCBC,522120
87070,HUDSON CITY BANCORP INC,HCBK,522120
87074,INTERNET PATENTS CORP,PTNT,519190
87075,J2 GLOBAL INC,JCOM,517110
87077,ENCORE CAPITAL GROUP INC,ECPG,522298
87078,ALLSCRIPTS HEALTHCARE SOLNS INC,MDRX,541512
87081,NETIQ CORP,NTIQ,511210
87082,NET2PHONE INC,NTOP,517410
87084,VIRNETX HOLDING CORP,VHC,522110
87086,PERFICIENT INC,PRFT,541511
87089,SCIENTIFIC LEARNING CORP,SCIL,511210
87092,T I B C O SOFTWARE INC,TIBX,511210
87094,TREND MICRO INC,TMIC,511210
87097,WATCHGUARD TECHNOLOGIES INC,WGRD,511210
87098,WESTERN SIERRA BANCORP,WSBA,522110
87099,ART TECHNOLOGY GROUP INC,ARTG,511210
87105,DRUGSTORE COM INC,DSCM,446110
87114,MERCANTILE BANK CORP,MBWM,522110
87116,NATIONAL MED HEALTH CARD SYS INC,NMHC,524210
87118,PACKETEER INC,PKTR,541512
87121,SALEM MEDIA GROUP INC,SALM,515111
87128,NOKIA CORP,NOK,334220
87129,C D C CORP,CHINA,511210
87131,KNIGHT CAPITAL GROUP INC,KCG,523110
87132,BLACKROCK PENNSYLVANIA STR MUN T,BPS,525990
87133,BLACKROCK STRATEGIC MUNICIPAL TR,BSD,525990
87134,BLOCKBUSTER INC,BBI,451120
87137,DEVON ENERGY CORP NEW,DVN,211111
87138,INPLAY TECHNOLOGIES INC,NPLA,533110
87139,FAIRCHILD SEMICONDUCTOR INTL INC,FCS,334413
87140,LABRANCHE & CO INC,LAB,523120
87146,NSTAR,NST,221119
87148,OPTICARE HEALTH SYSTEMS INC,OPT,339112
87149,TWEEN BRANDS INC,TWB,448120
87152,CENTURY REALTY TRUST,CRLTS,525930
87153,AGILE SOFTWARE CORP DEL,AGIL,511210
87156,I P I X CORP,IPIX,711410
87160,DATALINK CORP,DTLK,541512
87162,1 800 FLOWERS COM INC,FLWS,453110
87165,MOVE INC,MOVE,531311
87167,ACTUA CORP,ACTA,541511
87168,INTERNET GOLD GOLDEN LINES LTD,IGLD,541810
87172,LIONBRIDGE TECHNOLOGIES,LIOX,541511
87173,LOOKSMART LTD,LOOK,518210
87178,NOVAMED INC,NOVA,621493
87179,NETSCOUT SYSTEMS INC,NTCT,541512
87182,QUEST SOFTWARE INC,QSFT,511210
87183,LIFE QUOTES INC,QUOT,524113
87184,RED HAT INC,RHT,518210
87189,TUMBLEWEED COMMUNICATIONS CORP,TMWD,511210
87192,WEBFINANCIAL CORP,WEFN,452990
87198,ALLIANCE RESOURCE PARTNERS,ARLP,212111
87199,INTERNET INITIATIVE JAPAN INC,IIJI,519190
87204,CEMEX S A B DE C V,CX,327320
87209,MAD CATZ INTERACTIVE INC,MCZ,334614
87212,MANULIFE FINANCIAL CORP,MFC,561499
87214,OMNOVA SOLUTIONS INC,OMN,325211
87218,UNIZAN FINANCIAL CORP,UNIZ,522110
87219,ACME COMMUNICATIONS INC,ACME,515120
87227,EGAIN CORP,EGAN,511210
87229,FOUNDRY NETWORKS INC,FDRY,334210
87230,APTIMUS INC,APTM,512240
87233,GOLDEN TELECOM INC,GLDN,517210
87236,INTERNAP CORP,INAP,519130
87242,KEYNOTE SYSTEMS INC,KEYN,519190
87251,RADWARE LTD,RDWR,334220
87255,TIVO INC,TIVO,515210
87257,INVENTIV HEALTH INC,VTIV,541611
87261,UNITED ONLINE INC,UNTD,541511
87263,TRINTECH GROUP PLC,TTPA,511210
87264,INTERACTIVE INTELLIGENCE GRP INC,ININ,511210
87265,VITRIA TECHNOLOGY INC,VITR,511210
87267,BLACKROCK INC,BLK,523930
87268,CIRCOR INTERNATIONAL INC,CIR,333517
87269,CITIZENS HOLDING CO,CIZN,551111
87270,M F S CALIFORNIA MUNICIPAL FUND,CCA,525910
87271,COLONIAL INSD MUN FD,CFX,525990
87272,E P C O S AG,EPC,334413
87276,FOXBY CORP,FXX,525990
87277,MARTHA STEWART LVNG OMNIMEDIA IN,MSO,511120
87279,NATIONAL BANK OF GREECE S A,NBG,522110
87280,NATIONAL GRID PLC,NGG,486210
87285,NUVEEN SENIOR INCOME FUND,NSL,525990
87286,POLYAIR INTER PACK INC,PPK,326140
87289,SENIOR HOUSING PROPERTIES TR,SNH,531110
87292,PACTIV CORP,PTV,326111
87293,ULTRAPAR PARTICIPACOES S A,UGP,221210
87298,NEXCEN BRANDS INC,NEXC,523140
87299,AKAMAI TECHNOLOGIES INC,AKAM,561499
87301,ALTIGEN COMMUNICATIONS INC,ATGN,334210
87302,BSQUARE CORP,BSQR,518210
87306,CHARLOTTE RUSSE HOLDING INC,CHIC,448120
87307,CHARTERED SEMICONDUCTOR MFG LTD,CHRT,334413
87310,CROSSROADS SYSTEMS INC,CRDS,518210
87314,DIGITAL INSIGHT CORP,DGIN,519190
87316,D S L NET INC,BIZ,517310
87317,ECTEL LTD,ECTX,334210
87318,EAGLE BANCORP INC,EGBN,522110
87321,GAIAM INC,GAIA,512110
87327,INTERWOVEN INC,IWOV,511210
87333,NAVISITE INC,NAVI,518210
87337,PLUG POWER INC,PLUG,333611
87339,PARTNER COMMUNICATIONS CO LTD,PTNR,517210
87340,ROME BANCORP INC,ROME,522120
87342,SPANISH BROADCASTING SYSTEM INC,SBSA,515111
87343,SYCAMORE NETWORKS INC,SCMR,334210
87344,SIFY TECHNOLOGIES LTD,SIFY,518210
87345,SILICON IMAGE INC,SIMG,334419
87349,SUNCOM WIRELESS HOLDINGS INC,TPC,517210
87350,TRIZETTO GROUP INC,TZIX,518210
87356,WORLD WRESTLING ENTMT INC,WWE,512110
87357,X M SATELLITE RADIO HLDGS INC,XMSR,485310
87358,AMERICAN HOME MORTGAGE INVT CORP,AHM,525930
87360,JACADA LTD,JCDA,511210
87361,P C TEL INC,PCTI,541511
87364,QUICKLOGIC CORP,QUIK,334413
87373,ALASKA COMMUNICATIONS SYS GRP IN,ALSK,517210
87377,BLUE COAT SYSTEMS INC,BCSI,334112
87378,CHARTER COMMUNICATIONS INC,CHTR,515210
87379,COLLECTORS UNIVERSE INC,CLCT,541410
87381,HONG KONG TELEVISION NETWORK LTD,HKTV,517110
87384,DELTATHREE INC,DDDC,517110
87386,FAMILYMEDS GROUP INC,FMRX,424210
87390,FINISAR CORP,FNSR,334413
87392,IBASIS INC,IBAS,512240
87394,IMMERSION CORP,IMMR,334118
87400,METASOLV INC,MSLV,541511
87404,CREXENDO INC,EXE,511210
87405,N D S GROUP PLC,NNDS,334111
87406,OPENTV CORP,OPTV,511210
87407,PAC WEST TELECOMM INC,PACW,515111
87414,RAINMAKER SYSTEMS INC,RMKR,541613
87415,RUDOLPH TECHNOLOGIES INC,RTEC,333314
87418,SYMYX TECHNOLOGIES INC,SMMX,541511
